YEAR,STATE_NAME,COMMODITY_DESC,STATISTICCAT_DESC,UNIT_DESC,total_value
2009,MISSISSIPPI,CHICKENS,"CONDEMNED, POST-MORTEM, AIRSACCULITIS",HEAD,162
2009,MISSISSIPPI,CHICKENS,"INVENTORY, AVG",HEAD,5
2009,MISSISSIPPI,CHICKENS,PRODUCTION,HEAD,793
2009,MISSOURI,CHICKENS,"CONDEMNED, POST-MORTEM, ALL CAUSES",HEAD,1
2009,MISSOURI,CHICKENS,"CONDEMNED, POST-MORTEM, SEPTICAEMIA",HEAD,871
2009,NEBRASKA,CHICKENS,"SALES FOR SLAUGHTER",$,19
2009,"NORTH CAROLINA",CHICKENS,PRODUCTION,HEAD,12
2009,OHIO,CHICKENS,PRODUCTION,HEAD,56
2009,OREGON,CHICKENS,"SALES FOR SLAUGHTER",$,10
2009,PENNSYLVANIA,CHICKENS,SLAUGHTERED,"LB / HEAD, LIVE BASIS",5.6
2009,"SOUTH CAROLINA",CHICKENS,"CONDEMNED, POST-MORTEM","PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED",0.76
2009,"SOUTH CAROLINA",CHICKENS,PRODUCTION,HEAD,19
2009,"SOUTH CAROLINA",CHICKENS,"SALES FOR SLAUGHTER","LB, LIVE BASIS",17
2009,TENNESSEE,CHICKENS,PRODUCTION,LB,967
2009,TEXAS,CHICKENS,PRODUCTION,HEAD,668
2009,TEXAS,CHICKENS,"SALES FOR SLAUGHTER","LB, LIVE BASIS",42
2009,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, AIRSACCULITIS",HEAD,98
2009,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, OTHER REASONS",HEAD,8
2009,"US TOTAL",CHICKENS,PRODUCTION,$,2
2009,"US TOTAL",CHICKENS,PRODUCTION,LB,3
2009,"US TOTAL",CHICKENS,SLAUGHTERED,"LB / HEAD, LIVE BASIS",5.74
2009,VIRGINIA,CHICKENS,"LOSS, DEATH & RENDERED",HEAD,841
2009,WASHINGTON,CHICKENS,"INVENTORY, AVG",HEAD,6
2009,"WEST VIRGINIA",CHICKENS,PRODUCTION,$,151
2009,"WEST VIRGINIA",CHICKENS,PRODUCTION,LB,630
2009,WISCONSIN,CHICKENS,PRODUCTION,LB,137
2010,ALABAMA,CHICKENS,"CONDEMNED, POST-MORTEM, CADAVER",HEAD,79
2010,ALABAMA,CHICKENS,PRODUCTION,HEAD,50
2010,ARKANSAS,CHICKENS,SLAUGHTERED,"LB, LIVE BASIS",5
2010,CALIFORNIA,CHICKENS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS",8
2010,CONNECTICUT,CHICKENS,"SALES FOR SLAUGHTER",HEAD,561
2010,DELAWARE,CHICKENS,"CONDEMNED, POST-MORTEM, BRUISES",HEAD,13
2010,DELAWARE,CHICKENS,"CONDEMNED, POST-MORTEM, SEPTICAEMIA",HEAD,493
2010,FLORIDA,CHICKENS,PRODUCTION,$,151
2010,GEORGIA,CHICKENS,"SALES FOR SLAUGHTER",$,10
2010,HAWAII,CHICKENS,"LOSS, DEATH & RENDERED",HEAD,74
2010,ILLINOIS,CHICKENS,"SALES FOR SLAUGHTER","LB, LIVE BASIS",7
2010,IOWA,CHICKENS,"SALES FOR SLAUGHTER","LB, LIVE BASIS",17
2010,KENTUCKY,CHICKENS,PRODUCTION,LB,1
2010,LOUISIANA,CHICKENS,PRODUCTION,LB,830
2010,MAINE,CHICKENS,"SALES FOR SLAUGHTER","LB, LIVE BASIS",3
2010,MASSACHUSETTS,CHICKENS,"SALES FOR SLAUGHTER","LB, LIVE BASIS",257
2010,MINNESOTA,CHICKENS,"INVENTORY, AVG",HEAD,10
2010,MISSISSIPPI,CHICKENS,"INVENTORY, AVG",HEAD,6
2010,MONTANA,CHICKENS,"LOSS, DEATH & RENDERED",HEAD,90
2010,MONTANA,CHICKENS,"RATE OF LAY","EGGS / LAYER",317
2010,"NEW JERSEY",CHICKENS,SLAUGHTERED,HEAD,5
2010,"NEW YORK",CHICKENS,PRODUCTION,LB,64
2010,"NEW YORK",CHICKENS,"SALES FOR SLAUGHTER",$,14
2010,"NORTH CAROLINA",CHICKENS,"CONDEMNED, POST-MORTEM, OVERSCALD",HEAD,61
2010,"NORTH CAROLINA",CHICKENS,"CONDEMNED, POST-MORTEM, SYNOVITIS",HEAD,2
2010,"NORTH CAROLINA",CHICKENS,"EGGS SET",EGGS,1
2010,"NORTH CAROLINA",CHICKENS,PRODUCTION,$,2
2010,"NORTH CAROLINA",CHICKENS,PRODUCTION,HEAD,14
2010,OHIO,CHICKENS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS",4
2010,OHIO,CHICKENS,PRODUCTION,LB,376
2010,OKLAHOMA,CHICKENS,"EGGS SET",EGGS,359
2010,OKLAHOMA,CHICKENS,"SALES FOR SLAUGHTER",HEAD,3
2010,OKLAHOMA,CHICKENS,SLAUGHTERED,HEAD,129
2010,OREGON,CHICKENS,"RATE OF LAY","EGGS / LAYER",291
2010,"OTHER STATES",CHICKENS,"SALES FOR SLAUGHTER",HEAD,3
2010,PENNSYLVANIA,CHICKENS,"EGGS SET",EGGS,196
2010,PENNSYLVANIA,CHICKENS,PRODUCTION,LB,492
2010,"SOUTH CAROLINA",CHICKENS,PRODUCTION,HEAD,8
2010,TENNESSEE,CHICKENS,"INVENTORY, AVG",HEAD,1
2010,TEXAS,CHICKENS,PRODUCTION,HEAD,194
2010,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS",294
2010,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, CADAVER",HEAD,42
2010,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, OTHER REASONS",HEAD,1
2010,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, SEPTICAEMIA",HEAD,390
2010,"US TOTAL",CHICKENS,PRODUCTION,LB,115
2010,"US TOTAL",CHICKENS,SLAUGHTERED,"LB / HEAD, LIVE BASIS",5.7
2010,VIRGINIA,CHICKENS,PRODUCTION,LB,1
2010,WASHINGTON,CHICKENS,"CONDEMNED, POST-MORTEM","PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED",0.76
2010,WASHINGTON,CHICKENS,"RATE OF LAY","EGGS / LAYER",273
2010,"WEST VIRGINIA",CHICKENS,"LOSS, DEATH & RENDERED",HEAD,354
2010,"WEST VIRGINIA",CHICKENS,PRODUCTION,LB,346
2010,WYOMING,CHICKENS,"RATE OF LAY","EGGS / LAYER",218
2011,,CHICKENS,"EGGS SET",EGGS,581
2011,ARKANSAS,CHICKENS,"LOSS, DEATH & RENDERED",HEAD,4
2011,ARKANSAS,CHICKENS,PLACEMENTS,HEAD,1
2011,ARKANSAS,CHICKENS,PRODUCTION,LB,5
2011,ARKANSAS,CHICKENS,"RATE OF LAY","EGGS / LAYER",242
2011,CALIFORNIA,CHICKENS,"RATE OF LAY","EGGS / LAYER",276
2011,CALIFORNIA,CHICKENS,SALES,HEAD,11
2011,CALIFORNIA,CHICKENS,SLAUGHTERED,"LB / HEAD, LIVE BASIS",5.7
2011,DELAWARE,CHICKENS,"CONDEMNED, POST-MORTEM, CONTAMINATION",HEAD,45
2011,DELAWARE,CHICKENS,"CONDEMNED, POST-MORTEM, LEUKOSIS",HEAD,3
2011,DELAWARE,CHICKENS,PRODUCTION,LB,1
2011,DELAWARE,CHICKENS,SLAUGHTERED,"LB / HEAD, LIVE BASIS",7
2011,ILLINOIS,CHICKENS,"SALES FOR SLAUGHTER","LB, LIVE BASIS",7
2011,IOWA,CHICKENS,"RATE OF LAY","EGGS / LAYER",273
2011,IOWA,CHICKENS,"SALES IN ORGANIC MARKETS",HEAD,65
2011,MAINE,CHICKENS,"SALES IN ORGANIC MARKETS",OPERATIONS,5
2011,MASSACHUSETTS,CHICKENS,"INVENTORY, PEAK",OPERATIONS,13
2011,MASSACHUSETTS,CHICKENS,"RATE OF LAY","EGGS / LAYER",277
2011,MASSACHUSETTS,CHICKENS,SALES,OPERATIONS,3
2011,MICHIGAN,CHICKENS,SALES,OPERATIONS,5
2011,MICHIGAN,CHICKENS,"SALES FOR SLAUGHTER","LB, LIVE BASIS",17
2011,MINNESOTA,CHICKENS,"INVENTORY, PEAK",OPERATIONS,10
2011,MINNESOTA,CHICKENS,SALES,OPERATIONS,3
2011,MISSISSIPPI,CHICKENS,"CONDEMNED, POST-MORTEM, SEPTICAEMIA",HEAD,334
2011,MISSISSIPPI,CHICKENS,SLAUGHTERED,"LB, LIVE BASIS",4
2011,MISSOURI,CHICKENS,PRODUCTION,LB,1
2011,MISSOURI,CHICKENS,"SALES FOR SLAUGHTER",$,2
2011,"NEW MEXICO",CHICKENS,"INVENTORY, PEAK",OPERATIONS,3
2011,"NEW YORK",CHICKENS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS",2
2011,"NEW YORK",CHICKENS,"SALES IN ORGANIC MARKETS",$,3
2011,"NORTH CAROLINA",CHICKENS,"CONDEMNED, POST-MORTEM, SEPTICAEMIA",HEAD,932
2011,"NORTH CAROLINA",CHICKENS,PRODUCTION,HEAD,54
2011,OKLAHOMA,CHICKENS,"SALES FOR SLAUGHTER",$,2
2011,OKLAHOMA,CHICKENS,"SALES FOR SLAUGHTER",HEAD,3
2011,OREGON,CHICKENS,"SALES FOR SLAUGHTER",HEAD,305
2011,"OTHER STATES",CHICKENS,"LOSS, DEATH & RENDERED",HEAD,1
2011,PENNSYLVANIA,CHICKENS,"RATE OF LAY","EGGS / LAYER",291
2011,"SOUTH CAROLINA",CHICKENS,PRODUCTION,HEAD,38
2011,"SOUTH DAKOTA",CHICKENS,"LOSS, DEATH & RENDERED",HEAD,946
2011,"US TOTAL",CHICKENS,"CONDEMNED, ANTE-MORTEM","PCT OF SLAUGHTER",2.15
2011,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, ALL CAUSES",HEAD,1
2011,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, LEUKOSIS",HEAD,13
2011,"US TOTAL",CHICKENS,PRODUCTION,LB,33
2011,"US TOTAL",CHICKENS,"SALES FOR SLAUGHTER","LB, LIVE BASIS",943
2011,"US TOTAL",CHICKENS,SLAUGHTERED,HEAD,8
2011,"US TOTAL",CHICKENS,SLAUGHTERED,"LB, LIVE BASIS",50
2011,VIRGINIA,CHICKENS,PRODUCTION,HEAD,243
2011,VIRGINIA,CHICKENS,SALES,OPERATIONS,3
2011,"WEST VIRGINIA",CHICKENS,"CONDEMNED, POST-MORTEM","PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED",0.34
2011,"WEST VIRGINIA",CHICKENS,"LOSS, DEATH & RENDERED",HEAD,234
2011,WISCONSIN,CHICKENS,SALES,OPERATIONS,18
2012,ALABAMA,CHICKENS,"CONDEMNED, POST-MORTEM, AIRSACCULITIS",HEAD,526
2012,ALABAMA,CHICKENS,PRODUCTION,HEAD,770
2012,ALABAMA,CHICKENS,PRODUCTION,OPERATIONS,221
2012,ALABAMA,CHICKENS,SALES,HEAD,2300
2012,ALABAMA,CHICKENS,SALES,OPERATIONS,405
2012,ALABAMA,CHICKENS,SLAUGHTERED,HEAD,1
2012,ALASKA,CHICKENS,SALES,HEAD,158
2012,ALASKA,CHICKENS,SALES,OPERATIONS,66
2012,ARIZONA,CHICKENS,SALES,HEAD,1325
2012,ARIZONA,CHICKENS,SALES,OPERATIONS,207
2012,ARKANSAS,CHICKENS,"EGGS SET",EGGS,1
2012,ARKANSAS,CHICKENS,"INVENTORY, AVG",HEAD,12
2012,ARKANSAS,CHICKENS,PRODUCTION,HEAD,805
2012,ARKANSAS,CHICKENS,PRODUCTION,OPERATIONS,96
2012,ARKANSAS,CHICKENS,SALES,HEAD,4149
2012,ARKANSAS,CHICKENS,SALES,OPERATIONS,1774
2012,ARKANSAS,CHICKENS,SLAUGHTERED,HEAD,878
2012,CALIFORNIA,CHICKENS,PRODUCTION,OPERATIONS,4
2012,CALIFORNIA,CHICKENS,SALES,HEAD,1304
2012,CALIFORNIA,CHICKENS,SALES,OPERATIONS,741
2012,COLORADO,CHICKENS,SALES,HEAD,949
2012,COLORADO,CHICKENS,SALES,OPERATIONS,230
2012,CONNECTICUT,CHICKENS,SALES,HEAD,1833
2012,CONNECTICUT,CHICKENS,SALES,OPERATIONS,109
2012,DELAWARE,CHICKENS,PRODUCTION,OPERATIONS,106
2012,DELAWARE,CHICKENS,SALES,HEAD,408
2012,DELAWARE,CHICKENS,SALES,OPERATIONS,334
2012,FLORIDA,CHICKENS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS",1
2012,FLORIDA,CHICKENS,PLACEMENTS,HEAD,61
2012,FLORIDA,CHICKENS,PRODUCTION,HEAD,46
2012,FLORIDA,CHICKENS,PRODUCTION,OPERATIONS,105
2012,FLORIDA,CHICKENS,SALES,HEAD,196
2012,FLORIDA,CHICKENS,SALES,OPERATIONS,332
2012,GEORGIA,CHICKENS,PRODUCTION,HEAD,762
2012,GEORGIA,CHICKENS,PRODUCTION,OPERATIONS,342
2012,GEORGIA,CHICKENS,SALES,HEAD,3253
2012,GEORGIA,CHICKENS,SALES,OPERATIONS,1502
2012,HAWAII,CHICKENS,SALES,HEAD,84
2012,HAWAII,CHICKENS,SALES,OPERATIONS,109
2012,IDAHO,CHICKENS,SALES,HEAD,747
2012,IDAHO,CHICKENS,SALES,OPERATIONS,354
2012,ILLINOIS,CHICKENS,SALES,HEAD,1550
2012,ILLINOIS,CHICKENS,SALES,OPERATIONS,993
2012,INDIANA,CHICKENS,PRODUCTION,HEAD,422
2012,INDIANA,CHICKENS,PRODUCTION,OPERATIONS,154
2012,INDIANA,CHICKENS,SALES,HEAD,3981
2012,INDIANA,CHICKENS,SALES,OPERATIONS,1837
2012,IOWA,CHICKENS,PRODUCTION,OPERATIONS,3
2012,IOWA,CHICKENS,SALES,HEAD,1855
2012,IOWA,CHICKENS,SALES,OPERATIONS,1042
2012,KANSAS,CHICKENS,SALES,HEAD,3018
2012,KANSAS,CHICKENS,SALES,OPERATIONS,473
2012,KENTUCKY,CHICKENS,"INVENTORY, AVG",HEAD,4
2012,KENTUCKY,CHICKENS,PRODUCTION,$,866
2012,KENTUCKY,CHICKENS,PRODUCTION,HEAD,584
2012,KENTUCKY,CHICKENS,PRODUCTION,OPERATIONS,2
2012,KENTUCKY,CHICKENS,SALES,HEAD,2022
2012,KENTUCKY,CHICKENS,SALES,OPERATIONS,728
2012,LOUISIANA,CHICKENS,"INVENTORY, AVG",HEAD,1
2012,LOUISIANA,CHICKENS,PRODUCTION,HEAD,923
2012,LOUISIANA,CHICKENS,SALES,HEAD,2871
2012,LOUISIANA,CHICKENS,SALES,OPERATIONS,806
2012,LOUISIANA,CHICKENS,"SALES FOR SLAUGHTER",$,1
2012,MAINE,CHICKENS,SALES,HEAD,2546
2012,MAINE,CHICKENS,SALES,OPERATIONS,725
2012,MAINE,CHICKENS,"SALES FOR SLAUGHTER",HEAD,1
2012,MARYLAND,CHICKENS,"EGGS SET",EGGS,376
2012,MARYLAND,CHICKENS,PRODUCTION,HEAD,21
2012,MARYLAND,CHICKENS,PRODUCTION,OPERATIONS,3
2012,MARYLAND,CHICKENS,SALES,HEAD,382
2012,MARYLAND,CHICKENS,SALES,OPERATIONS,1010
2012,MASSACHUSETTS,CHICKENS,SALES,HEAD,692
2012,MASSACHUSETTS,CHICKENS,SALES,OPERATIONS,291
2012,MICHIGAN,CHICKENS,"INVENTORY, AVG",HEAD,12
2012,MICHIGAN,CHICKENS,PRODUCTION,HEAD,5
2012,MICHIGAN,CHICKENS,PRODUCTION,OPERATIONS,2
2012,MICHIGAN,CHICKENS,SALES,HEAD,2430
2012,MICHIGAN,CHICKENS,SALES,OPERATIONS,965
2012,MINNESOTA,CHICKENS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS",2
2012,MINNESOTA,CHICKENS,PRODUCTION,HEAD,46
2012,MINNESOTA,CHICKENS,SALES,HEAD,4804
2012,MINNESOTA,CHICKENS,SALES,OPERATIONS,1273
2012,MISSISSIPPI,CHICKENS,"CONDEMNED, POST-MORTEM, CONTAMINATION",HEAD,30
2012,MISSISSIPPI,CHICKENS,"EGGS SET",EGGS,900
2012,MISSISSIPPI,CHICKENS,PRODUCTION,HEAD,335
2012,MISSISSIPPI,CHICKENS,PRODUCTION,OPERATIONS,63
2012,MISSISSIPPI,CHICKENS,SALES,HEAD,2428
2012,MISSISSIPPI,CHICKENS,SALES,OPERATIONS,1513
2012,MISSOURI,CHICKENS,"CONDEMNED, POST-MORTEM, ALL CAUSES",HEAD,1
2012,MISSOURI,CHICKENS,"EGGS SET",EGGS,401
2012,MISSOURI,CHICKENS,PRODUCTION,HEAD,450
2012,MISSOURI,CHICKENS,PRODUCTION,OPERATIONS,8
2012,MISSOURI,CHICKENS,SALES,HEAD,3625
2012,MISSOURI,CHICKENS,SALES,OPERATIONS,1382
2012,MONTANA,CHICKENS,SALES,HEAD,1162
2012,MONTANA,CHICKENS,SALES,OPERATIONS,65
2012,NEBRASKA,CHICKENS,PRODUCTION,OPERATIONS,1
2012,NEBRASKA,CHICKENS,SALES,HEAD,1679
2012,NEBRASKA,CHICKENS,SALES,OPERATIONS,362
2012,NEVADA,CHICKENS,SALES,HEAD,756
2012,NEVADA,CHICKENS,SALES,OPERATIONS,53
2012,"NEW HAMPSHIRE",CHICKENS,SALES,HEAD,3854
2012,"NEW HAMPSHIRE",CHICKENS,SALES,OPERATIONS,89
2012,"NEW JERSEY",CHICKENS,SALES,HEAD,1714
2012,"NEW JERSEY",CHICKENS,SALES,OPERATIONS,611
2012,"NEW MEXICO",CHICKENS,SALES,OPERATIONS,89
2012,"NEW YORK",CHICKENS,"INVENTORY, AVG",HEAD,4
2012,"NEW YORK",CHICKENS,SALES,HEAD,2951
2012,"NEW YORK",CHICKENS,SALES,OPERATIONS,540
2012,"NORTH CAROLINA",CHICKENS,"CONDEMNED, POST-MORTEM","PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED",0.9
2012,"NORTH CAROLINA",CHICKENS,PRODUCTION,$,2
2012,"NORTH CAROLINA",CHICKENS,PRODUCTION,HEAD,2236
2012,"NORTH CAROLINA",CHICKENS,PRODUCTION,OPERATIONS,80
2012,"NORTH CAROLINA",CHICKENS,SALES,HEAD,4138
2012,"NORTH CAROLINA",CHICKENS,SALES,OPERATIONS,865
2012,"NORTH DAKOTA",CHICKENS,SALES,HEAD,101
2012,"NORTH DAKOTA",CHICKENS,SALES,OPERATIONS,63
2012,OHIO,CHICKENS,PRODUCTION,OPERATIONS,8
2012,OHIO,CHICKENS,SALES,HEAD,2613
2012,OHIO,CHICKENS,SALES,OPERATIONS,812
2012,OHIO,CHICKENS,"SALES FOR SLAUGHTER","LB, LIVE BASIS",36
2012,OKLAHOMA,CHICKENS,SALES,HEAD,3169
2012,OKLAHOMA,CHICKENS,SALES,OPERATIONS,318
2012,OKLAHOMA,CHICKENS,SLAUGHTERED,HEAD,122
2012,OREGON,CHICKENS,PRODUCTION,OPERATIONS,23
2012,OREGON,CHICKENS,SALES,HEAD,204
2012,OREGON,CHICKENS,SALES,OPERATIONS,1378
2012,OREGON,CHICKENS,"SALES FOR SLAUGHTER",$,14
2012,OREGON,CHICKENS,"SALES FOR SLAUGHTER",HEAD,548
2012,PENNSYLVANIA,CHICKENS,PRODUCTION,HEAD,1154
2012,PENNSYLVANIA,CHICKENS,PRODUCTION,OPERATIONS,15
2012,PENNSYLVANIA,CHICKENS,SALES,HEAD,3381
2012,PENNSYLVANIA,CHICKENS,SALES,OPERATIONS,1013
2012,PENNSYLVANIA,CHICKENS,"SALES FOR SLAUGHTER",HEAD,13
2012,"RHODE ISLAND",CHICKENS,SALES,HEAD,1749
2012,"RHODE ISLAND",CHICKENS,SALES,OPERATIONS,44
2012,"SOUTH CAROLINA",CHICKENS,PRODUCTION,HEAD,498
2012,"SOUTH CAROLINA",CHICKENS,PRODUCTION,OPERATIONS,14
2012,"SOUTH CAROLINA",CHICKENS,SALES,HEAD,1095
2012,"SOUTH CAROLINA",CHICKENS,SALES,OPERATIONS,210
2012,"SOUTH CAROLINA",CHICKENS,"SALES FOR SLAUGHTER",$,2
2012,"SOUTH CAROLINA",CHICKENS,"SALES FOR SLAUGHTER",HEAD,2
2012,"SOUTH DAKOTA",CHICKENS,"RATE OF LAY","EGGS / LAYER",291
2012,"SOUTH DAKOTA",CHICKENS,SALES,HEAD,2007
2012,"SOUTH DAKOTA",CHICKENS,SALES,OPERATIONS,221
2012,TENNESSEE,CHICKENS,PRODUCTION,HEAD,464
2012,TENNESSEE,CHICKENS,PRODUCTION,OPERATIONS,31
2012,TENNESSEE,CHICKENS,SALES,HEAD,4589
2012,TENNESSEE,CHICKENS,SALES,OPERATIONS,973
2012,TENNESSEE,CHICKENS,SLAUGHTERED,"LB / HEAD, LIVE BASIS",5.2
2012,TEXAS,CHICKENS,PRODUCTION,HEAD,34
2012,TEXAS,CHICKENS,PRODUCTION,OPERATIONS,168
2012,TEXAS,CHICKENS,SALES,HEAD,5509
2012,TEXAS,CHICKENS,SALES,OPERATIONS,1529
2012,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, AIRSACCULITIS",HEAD,4
2012,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, CADAVER",HEAD,695
2012,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, OVERSCALD",HEAD,2
2012,"US TOTAL",CHICKENS,PRODUCTION,LB,37
2012,"US TOTAL",CHICKENS,SALES,HEAD,516
2012,"US TOTAL",CHICKENS,SALES,OPERATIONS,985
2012,UTAH,CHICKENS,SALES,HEAD,1018
2012,UTAH,CHICKENS,SALES,OPERATIONS,89
2012,VERMONT,CHICKENS,SALES,HEAD,387
2012,VERMONT,CHICKENS,SALES,OPERATIONS,1213
2012,VIRGINIA,CHICKENS,PRODUCTION,HEAD,1
2012,VIRGINIA,CHICKENS,PRODUCTION,LB,1
2012,VIRGINIA,CHICKENS,PRODUCTION,OPERATIONS,47
2012,VIRGINIA,CHICKENS,SALES,HEAD,1780
2012,VIRGINIA,CHICKENS,SALES,OPERATIONS,731
2012,WASHINGTON,CHICKENS,PRODUCTION,HEAD,20
2012,WASHINGTON,CHICKENS,SALES,HEAD,1858
2012,WASHINGTON,CHICKENS,SALES,OPERATIONS,648
2012,"WEST VIRGINIA",CHICKENS,PRODUCTION,HEAD,206
2012,"WEST VIRGINIA",CHICKENS,PRODUCTION,LB,376
2012,"WEST VIRGINIA",CHICKENS,SALES,HEAD,2761
2012,"WEST VIRGINIA",CHICKENS,SALES,OPERATIONS,806
2012,WISCONSIN,CHICKENS,PRODUCTION,HEAD,48
2012,WISCONSIN,CHICKENS,SALES,HEAD,2964
2012,WISCONSIN,CHICKENS,SALES,OPERATIONS,1232
2012,WYOMING,CHICKENS,SALES,HEAD,713
2012,WYOMING,CHICKENS,SALES,OPERATIONS,113
2013,,CHICKENS,HATCHED,HEAD,8
2013,ALABAMA,CHICKENS,"CONDEMNED, POST-MORTEM","PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED",0.91
2013,ALABAMA,CHICKENS,"CONDEMNED, POST-MORTEM, AIRSACCULITIS",HEAD,729
2013,ALABAMA,CHICKENS,SLAUGHTERED,"LB, LIVE BASIS",5
2013,ARKANSAS,CHICKENS,"CONDEMNED, POST-MORTEM, BRUISES",HEAD,6
2013,ARKANSAS,CHICKENS,PRODUCTION,LB,4
2013,CALIFORNIA,CHICKENS,PRODUCTION,LB,1
2013,CALIFORNIA,CHICKENS,"SALES FOR SLAUGHTER","LB, LIVE BASIS",19
2013,COLORADO,CHICKENS,"INVENTORY, AVG",HEAD,4
2013,DELAWARE,CHICKENS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS",18
2013,FLORIDA,CHICKENS,"INVENTORY, AVG",HEAD,8
2013,FLORIDA,CHICKENS,PRODUCTION,HEAD,64
2013,FLORIDA,CHICKENS,"SALES FOR SLAUGHTER",$,448
2013,GEORGIA,CHICKENS,"CONDEMNED, POST-MORTEM","PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED",0.74
2013,GEORGIA,CHICKENS,"SALES FOR SLAUGHTER",HEAD,16
2013,KENTUCKY,CHICKENS,SLAUGHTERED,"LB / HEAD, LIVE BASIS",5.4
2013,MAINE,CHICKENS,"SALES FOR SLAUGHTER","LB, LIVE BASIS",3
2013,MARYLAND,CHICKENS,PRODUCTION,LB,1
2013,MASSACHUSETTS,CHICKENS,"INVENTORY, AVG",HEAD,152
2013,MISSISSIPPI,CHICKENS,"CONDEMNED, POST-MORTEM, LEUKOSIS",HEAD,4
2013,MISSISSIPPI,CHICKENS,PRODUCTION,$,2
2013,"NORTH CAROLINA",CHICKENS,"CONDEMNED, POST-MORTEM, LEUKOSIS",HEAD,4
2013,"NORTH CAROLINA",CHICKENS,HATCHED,HEAD,872
2013,"NORTH CAROLINA",CHICKENS,"INVENTORY, AVG",HEAD,12
2013,"NORTH CAROLINA",CHICKENS,PRODUCTION,HEAD,28
2013,"NORTH CAROLINA",CHICKENS,"SALES FOR SLAUGHTER","LB, LIVE BASIS",77
2013,PENNSYLVANIA,CHICKENS,"CONDEMNED, POST-MORTEM","PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED",1.62
2013,PENNSYLVANIA,CHICKENS,"SALES FOR SLAUGHTER",HEAD,12
2013,PENNSYLVANIA,CHICKENS,"SALES FOR SLAUGHTER","LB, LIVE BASIS",43
2013,TEXAS,CHICKENS,"CONDEMNED, POST-MORTEM, TUMORS",HEAD,9
2013,"US TOTAL",CHICKENS,"CONDEMNED, ANTE-MORTEM","PCT OF SLAUGHTER",0.97
2013,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, ALL CAUSES",HEAD,28
2013,"US TOTAL",CHICKENS,"CONDEMNED, POST-MORTEM, CADAVER",HEAD,24
2013,VERMONT,CHICKENS,"SALES FOR SLAUGHTER","LB, LIVE BASIS",599
2013,VIRGINIA,CHICKENS,"CONDEMNED, POST-MORTEM, OTHER REASONS",HEAD,290
2013,WASHINGTON,CHICKENS,"SALES FOR SLAUGHTER",$,3
2014,,CHICKENS,PLACEMENTS,HEAD,562
2014,ALABAMA,CHICKENS,"CONDEMNED, POST-MORTEM","LB, DRESSED BASIS",37
2014,ARKANSAS,CHICKENS,"INVENTORY, AVG",HEAD,12
2014,ARKANSAS,CHICKENS,"INVENTORY, PEAK",HEAD,112
2014,ARKANSAS,CHICKENS,SALES,OPERATIONS,1
2014,CALIFORNIA,CHICKENS,"INVENTORY, PEAK",HEAD,815
2014,CALIFORNIA,CHICKENS,SALES,$,146
2014,CALIFORNIA,CHICKENS,SALES,HEAD,46
2014,CALIFORNIA,CHICKENS,SALES,OPERATIONS,19
2014,CONNECTICUT,CHICKENS,"INVENTORY, PEAK",HEAD,501
2014,DELAWARE,CHICKENS,"CONDEMNED, POST-MORTEM, OVERSCALD",HEAD,19
2014,DELAWARE,CHICKENS,"INVENTORY, PEAK",OPERATIONS,1
2014,FLORIDA,CHICKENS,"INVENTORY, PEAK",OPERATIONS,14
2014,FLORIDA,CHICKENS,"LOSS, DEATH & RENDERED",HEAD,3
2014,GEORGIA,CHICKENS,"CONDEMNED, POST-MORTEM, CONTAMINATION",HEAD,106
2014,GEORGIA,CHICKENS,"CONDEMNED, POST-MORTEM, TUMORS",HEAD,42
2014,GEORGIA,CHICKENS,"SALES FOR SLAUGHTER",$,16
2014,GEORGIA,CHICKENS,SLAUGHTERED,HEAD,1
2014,IDAHO,CHICKENS,"SALES IN ORGANIC MARKETS",OPERATIONS,1
2014,ILLINOIS,CHICKENS,"INVENTORY, PEAK",HEAD,230
