YEAR,STATE_NAME,COMMODITY_DESC,STATISTICCAT_DESC,UNIT_DESC,total_cattle_value
2013,MISSISSIPPI,CATTLE,SALES,LB,195
2013,MISSISSIPPI,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",437
2013,MONTANA,CATTLE,"LOSS, DEATH",HEAD,29
2013,NEBRASKA,CATTLE,"CALF CROP",HEAD,1
2013,"NEW HAMPSHIRE",CATTLE,SLAUGHTERED,"LB, LIVE BASIS",1
2013,"NEW JERSEY",CATTLE,"INVENTORY, AVG",OPERATIONS,75
2013,"NEW JERSEY",CATTLE,SLAUGHTERED,HEAD,37
2013,"NEW MEXICO",CATTLE,SALES,$,955
2013,"NEW YORK",CATTLE,"INVENTORY, AVG",HEAD,610
2013,"NEW YORK",CATTLE,SLAUGHTERED,HEAD,61
2013,"NORTH CAROLINA",CATTLE,"PRICE RECEIVED","$ / HEAD",1
2013,"NORTH CAROLINA",CATTLE,PRODUCTION,LB,289
2013,"NORTH DAKOTA",CATTLE,"PRICE RECEIVED","$ / HEAD",1
2013,"NORTH DAKOTA",CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
2013,OHIO,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",129
2013,OREGON,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
2013,PENNSYLVANIA,CATTLE,SALES,$,692
2013,PENNSYLVANIA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
2013,"RHODE ISLAND",CATTLE,"INVENTORY, AVG",OPERATIONS,15
2013,"SOUTH CAROLINA",CATTLE,PRODUCTION,LB,146
2013,"SOUTH CAROLINA",CATTLE,SLAUGHTERED,HEAD,2
2013,"SOUTH CAROLINA",CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",0
2013,"SOUTH DAKOTA",CATTLE,SALES,$,2
2013,"SOUTH DAKOTA",CATTLE,SALES,LB,2
2013,TENNESSEE,CATTLE,SLAUGHTERED,HEAD,45
2013,TENNESSEE,CATTLE,VALUE,$,8
2013,UNKNOWN,CATTLE,SLAUGHTERED,HEAD,1285
2013,UTAH,CATTLE,SALES,HEAD,446
2013,UTAH,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
2013,UTAH,CATTLE,VALUE,$,9
2013,VERMONT,CATTLE,"INVENTORY, AVG",HEAD,134
2013,VERMONT,CATTLE,"LOSS, DEATH",HEAD,6
2013,VERMONT,CATTLE,SALES,$,78
2013,VERMONT,CATTLE,"SHIPMENTS IN",HEAD,4
2013,WASHINGTON,CATTLE,"SHIPMENTS IN",HEAD,140
2013,WASHINGTON,CATTLE,SLAUGHTERED,HEAD,1
2013,"WEST VIRGINIA",CATTLE,SALES,LB,168
2013,"WEST VIRGINIA",CATTLE,SLAUGHTERED,"LB, LIVE BASIS",9
2013,WISCONSIN,CATTLE,"PRICE RECEIVED","$ / HEAD",1
2013,WISCONSIN,CATTLE,VALUE,$,38
2013,WYOMING,CATTLE,SALES,HEAD,167
2014,ALASKA,CATTLE,"LOSS, DEATH",HEAD,900
2014,ARIZONA,CATTLE,PRODUCTION,LB,440
2014,ARKANSAS,CATTLE,"INVENTORY, AVG",OPERATIONS,75
2014,ARKANSAS,CATTLE,SALES,LB,565
2014,ARKANSAS,CATTLE,SLAUGHTERED,HEAD,0
2014,ARKANSAS,CATTLE,VALUE,$,7
2014,CALIFORNIA,CATTLE,"INVENTORY, AVG",OPERATIONS,1
2014,CALIFORNIA,CATTLE,"INVENTORY, PEAK",OPERATIONS,151
2014,CALIFORNIA,CATTLE,SALES,HEAD,9
2014,CALIFORNIA,CATTLE,"SALES IN CONVENTIONAL MARKETS",$,4
2014,CALIFORNIA,CATTLE,"SALES IN CONVENTIONAL MARKETS",HEAD,3
2014,CALIFORNIA,CATTLE,"SALES IN ORGANIC MARKETS",$,2
2014,CALIFORNIA,CATTLE,"SALES IN ORGANIC MARKETS",OPERATIONS,32
2014,COLORADO,CATTLE,"INVENTORY, PEAK",OPERATIONS,3
2014,COLORADO,CATTLE,PRODUCTION,$,2
2014,COLORADO,CATTLE,"SALES IN CONVENTIONAL MARKETS",OPERATIONS,6
2014,CONNECTICUT,CATTLE,"INVENTORY, PEAK",OPERATIONS,2
2014,CONNECTICUT,CATTLE,"SALES IN ORGANIC MARKETS",OPERATIONS,2
2014,DELAWARE,CATTLE,"INVENTORY, PEAK",OPERATIONS,1
2014,DELAWARE,CATTLE,"LOSS, DEATH",HEAD,500
2014,DELAWARE,CATTLE,"PRICE RECEIVED","$ / HEAD",1
2014,DELAWARE,CATTLE,SALES,HEAD,0
2014,DELAWARE,CATTLE,"SALES IN CONVENTIONAL MARKETS",$,0
2014,DELAWARE,CATTLE,"SALES IN CONVENTIONAL MARKETS",HEAD,0
2014,FLORIDA,CATTLE,SALES,HEAD,251
2014,FLORIDA,CATTLE,SALES,LB,500
2014,FLORIDA,CATTLE,SLAUGHTERED,HEAD,0
2014,FLORIDA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",0
2014,GEORGIA,CATTLE,"LOSS, DEATH",HEAD,22
2014,GEORGIA,CATTLE,SALES,$,0
2014,GEORGIA,CATTLE,SALES,HEAD,0
2014,GEORGIA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",0
2014,HAWAII,CATTLE,SALES,$,61
2014,HAWAII,CATTLE,SALES,HEAD,0
2014,HAWAII,CATTLE,"SALES IN ORGANIC MARKETS",$,0
2014,HAWAII,CATTLE,"SALES IN ORGANIC MARKETS",OPERATIONS,4
2014,IDAHO,CATTLE,"GROSS INCOME",$,2
2014,IDAHO,CATTLE,"INVENTORY, PEAK",OPERATIONS,14
2014,IDAHO,CATTLE,"SALES IN ORGANIC MARKETS",$,0
2014,IDAHO,CATTLE,"SALES IN ORGANIC MARKETS",HEAD,909
2014,IDAHO,CATTLE,"SALES IN ORGANIC MARKETS",OPERATIONS,6
2014,IDAHO,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
2014,ILLINOIS,CATTLE,"INVENTORY, PEAK",HEAD,1
2014,ILLINOIS,CATTLE,"SALES IN ORGANIC MARKETS",HEAD,133
2014,ILLINOIS,CATTLE,SLAUGHTERED,HEAD,11
2014,ILLINOIS,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",430
2014,ILLINOIS,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",4
2014,INDIANA,CATTLE,"SALES IN CONVENTIONAL MARKETS",OPERATIONS,4
2014,INDIANA,CATTLE,"SALES IN ORGANIC MARKETS",$,0
2014,IOWA,CATTLE,"INVENTORY, PEAK",HEAD,4
2014,IOWA,CATTLE,SLAUGHTERED,HEAD,0
2014,KANSAS,CATTLE,"INVENTORY, PEAK",OPERATIONS,4
2014,KANSAS,CATTLE,SALES,OPERATIONS,4
2014,KANSAS,CATTLE,"SALES IN CONVENTIONAL MARKETS",HEAD,40
2014,KENTUCKY,CATTLE,"INVENTORY, PEAK",HEAD,1
2014,KENTUCKY,CATTLE,SALES,HEAD,424
2014,KENTUCKY,CATTLE,"SALES IN CONVENTIONAL MARKETS",$,0
2014,KENTUCKY,CATTLE,"SALES IN CONVENTIONAL MARKETS",OPERATIONS,2
2014,KENTUCKY,CATTLE,"SALES IN ORGANIC MARKETS",$,0
2014,KENTUCKY,CATTLE,"SALES IN ORGANIC MARKETS",HEAD,0
2014,KENTUCKY,CATTLE,"SALES IN ORGANIC MARKETS",OPERATIONS,4
2014,KENTUCKY,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",14
2014,LOUISIANA,CATTLE,SALES,HEAD,433
2014,LOUISIANA,CATTLE,SALES,OPERATIONS,3
2014,MAINE,CATTLE,"INVENTORY, PEAK",HEAD,2
2014,MAINE,CATTLE,"PRICE RECEIVED","$ / HEAD",1
2014,MAINE,CATTLE,SALES,$,932
2014,MAINE,CATTLE,SALES,HEAD,15
2014,MAINE,CATTLE,"SALES IN CONVENTIONAL MARKETS",HEAD,507
2014,MAINE,CATTLE,"SALES IN CONVENTIONAL MARKETS",OPERATIONS,7
2014,MARYLAND,CATTLE,"GROSS INCOME",$,98
2014,MARYLAND,CATTLE,SALES,OPERATIONS,2
2014,MARYLAND,CATTLE,"SALES IN CONVENTIONAL MARKETS",OPERATIONS,8
2014,MASSACHUSETTS,CATTLE,"PRICE RECEIVED","$ / HEAD",1
2014,MASSACHUSETTS,CATTLE,SALES,$,224
2014,MASSACHUSETTS,CATTLE,SALES,HEAD,226
2014,MASSACHUSETTS,CATTLE,SALES,OPERATIONS,9
2014,MASSACHUSETTS,CATTLE,"SALES IN CONVENTIONAL MARKETS",$,15
2014,MASSACHUSETTS,CATTLE,"SALES IN ORGANIC MARKETS",$,195
2014,MASSACHUSETTS,CATTLE,"SALES IN ORGANIC MARKETS",HEAD,0
2014,MICHIGAN,CATTLE,SALES,$,45
2014,MICHIGAN,CATTLE,SALES,HEAD,339
2014,MICHIGAN,CATTLE,"SALES IN ORGANIC MARKETS",$,550
2014,MICHIGAN,CATTLE,"SALES IN ORGANIC MARKETS",OPERATIONS,8
2014,MICHIGAN,CATTLE,"SHIPMENTS IN",HEAD,60
2014,MICHIGAN,CATTLE,SLAUGHTERED,HEAD,522
2014,MICHIGAN,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",299
2014,MINNESOTA,CATTLE,"INVENTORY, PEAK",HEAD,0
2014,MINNESOTA,CATTLE,"INVENTORY, PEAK",OPERATIONS,150
2014,MINNESOTA,CATTLE,"SALES IN ORGANIC MARKETS",$,863
2014,MINNESOTA,CATTLE,"SALES IN ORGANIC MARKETS",HEAD,484
2014,MINNESOTA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",0
2014,MISSISSIPPI,CATTLE,"CALF CROP",HEAD,375
2014,MISSISSIPPI,CATTLE,SALES,$,0
2014,MISSISSIPPI,CATTLE,SALES,HEAD,0
2014,MISSISSIPPI,CATTLE,"SALES IN CONVENTIONAL MARKETS",OPERATIONS,2
2014,MISSOURI,CATTLE,SALES,OPERATIONS,17
2014,MISSOURI,CATTLE,"SALES IN CONVENTIONAL MARKETS",HEAD,155
2014,MONTANA,CATTLE,"GROSS INCOME",$,1
2014,MONTANA,CATTLE,"SALES IN ORGANIC MARKETS",HEAD,442
2014,NEBRASKA,CATTLE,SALES,HEAD,237
2014,NEBRASKA,CATTLE,"SALES IN ORGANIC MARKETS",$,1
2014,NEVADA,CATTLE,"INVENTORY, AVG",OPERATIONS,20
2014,NEVADA,CATTLE,SALES,LB,250
2014,"NEW HAMPSHIRE",CATTLE,"INVENTORY, PEAK",HEAD,412
2014,"NEW HAMPSHIRE",CATTLE,"INVENTORY, PEAK",OPERATIONS,17
2014,"NEW HAMPSHIRE",CATTLE,"SALES IN ORGANIC MARKETS",HEAD,24
2014,"NEW JERSEY",CATTLE,"INVENTORY, PEAK",HEAD,0
2014,"NEW JERSEY",CATTLE,SLAUGHTERED,HEAD,34
2014,"NEW JERSEY",CATTLE,SLAUGHTERED,"LB, LIVE BASIS",37
2014,"NEW MEXICO",CATTLE,"INVENTORY, AVG",HEAD,323
2014,"NEW MEXICO",CATTLE,SALES,OPERATIONS,8
2014,"NEW YORK",CATTLE,"INVENTORY, PEAK",HEAD,23
2014,"NEW YORK",CATTLE,"INVENTORY, PEAK",OPERATIONS,7
2014,"NEW YORK",CATTLE,SALES,$,0
2014,"NEW YORK",CATTLE,SALES,HEAD,199
2014,"NEW YORK",CATTLE,"SALES IN CONVENTIONAL MARKETS",OPERATIONS,643
2014,"NEW YORK",CATTLE,"SALES IN ORGANIC MARKETS",$,3
2014,"NEW YORK",CATTLE,"SALES IN ORGANIC MARKETS",OPERATIONS,94
2014,"NORTH CAROLINA",CATTLE,"INVENTORY, PEAK",HEAD,232
2014,"NORTH CAROLINA",CATTLE,"INVENTORY, PEAK",OPERATIONS,10
2014,"NORTH CAROLINA",CATTLE,SALES,HEAD,29
2014,"NORTH CAROLINA",CATTLE,SALES,OPERATIONS,3
2014,"NORTH CAROLINA",CATTLE,"SALES IN ORGANIC MARKETS",HEAD,0
2014,"NORTH CAROLINA",CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
2014,"NORTH DAKOTA",CATTLE,"INVENTORY, PEAK",HEAD,0
2014,"NORTH DAKOTA",CATTLE,SALES,HEAD,0
2014,"NORTH DAKOTA",CATTLE,"SALES IN ORGANIC MARKETS",$,0
2014,"NORTH DAKOTA",CATTLE,"SALES IN ORGANIC MARKETS",HEAD,0
2014,OHIO,CATTLE,"INVENTORY, PEAK",OPERATIONS,206
2014,OHIO,CATTLE,SALES,$,620
2014,OHIO,CATTLE,SALES,OPERATIONS,20
2014,OHIO,CATTLE,"SALES IN CONVENTIONAL MARKETS",$,1
2014,OHIO,CATTLE,"SALES IN CONVENTIONAL MARKETS",OPERATIONS,173
2014,OHIO,CATTLE,"SALES IN ORGANIC MARKETS",OPERATIONS,12
2014,OKLAHOMA,CATTLE,"INVENTORY, AVG",OPERATIONS,170
2014,OKLAHOMA,CATTLE,"INVENTORY, PEAK",HEAD,0
2014,OKLAHOMA,CATTLE,"INVENTORY, PEAK",OPERATIONS,3
2014,OKLAHOMA,CATTLE,"LOSS, DEATH",HEAD,85
2014,OKLAHOMA,CATTLE,SLAUGHTERED,HEAD,1
2014,OREGON,CATTLE,"INVENTORY, PEAK",OPERATIONS,26
2014,OREGON,CATTLE,SALES,HEAD,13
2014,OREGON,CATTLE,"SALES IN CONVENTIONAL MARKETS",OPERATIONS,19
2014,OREGON,CATTLE,"SALES IN ORGANIC MARKETS",OPERATIONS,48
2014,PENNSYLVANIA,CATTLE,SALES,$,133
2014,PENNSYLVANIA,CATTLE,SALES,HEAD,6
2014,"RHODE ISLAND",CATTLE,"LOSS, DEATH",HEAD,200
2014,"RHODE ISLAND",CATTLE,SALES,HEAD,1
2014,"SOUTH CAROLINA",CATTLE,"INVENTORY, PEAK",OPERATIONS,2
2014,"SOUTH CAROLINA",CATTLE,SALES,LB,159
2014,"SOUTH CAROLINA",CATTLE,SLAUGHTERED,"LB, LIVE BASIS",0
2014,TENNESSEE,CATTLE,"CALF CROP",HEAD,830
2014,TENNESSEE,CATTLE,"GROSS INCOME",$,827
2014,TENNESSEE,CATTLE,"SALES IN CONVENTIONAL MARKETS",$,0
2014,TENNESSEE,CATTLE,"SALES IN CONVENTIONAL MARKETS",HEAD,106
2014,TENNESSEE,CATTLE,"SALES IN CONVENTIONAL MARKETS",OPERATIONS,3
2014,TEXAS,CATTLE,"CALF CROP",HEAD,3
2014,TEXAS,CATTLE,"INVENTORY, AVG",OPERATIONS,440
2014,TEXAS,CATTLE,"INVENTORY, PEAK",HEAD,0
2014,TEXAS,CATTLE,"PRICE RECEIVED","$ / HEAD",1
2014,TEXAS,CATTLE,SALES,HEAD,0
2014,TEXAS,CATTLE,"SALES IN CONVENTIONAL MARKETS",OPERATIONS,1
2014,TEXAS,CATTLE,"SALES IN ORGANIC MARKETS",HEAD,0
2014,TEXAS,CATTLE,SLAUGHTERED,HEAD,5
2014,UNKNOWN,CATTLE,SLAUGHTERED,HEAD,1170
2014,UTAH,CATTLE,"CALF CROP",HEAD,385
2014,UTAH,CATTLE,"INVENTORY, PEAK",OPERATIONS,2
2014,UTAH,CATTLE,SALES,$,288
2014,UTAH,CATTLE,"SALES IN CONVENTIONAL MARKETS",$,0
2014,UTAH,CATTLE,"SALES IN CONVENTIONAL MARKETS",OPERATIONS,2
2014,UTAH,CATTLE,"SALES IN ORGANIC MARKETS",OPERATIONS,2
2014,VERMONT,CATTLE,"INVENTORY, AVG",OPERATIONS,880
2014,VERMONT,CATTLE,"INVENTORY, PEAK",HEAD,34
2014,VERMONT,CATTLE,"INVENTORY, PEAK",OPERATIONS,1
2014,VERMONT,CATTLE,SALES,HEAD,9
2014,VERMONT,CATTLE,"SALES IN CONVENTIONAL MARKETS",$,98
2014,VERMONT,CATTLE,"SALES IN CONVENTIONAL MARKETS",HEAD,0
2014,VIRGINIA,CATTLE,SALES,$,703
2014,VIRGINIA,CATTLE,SALES,OPERATIONS,30
2014,WASHINGTON,CATTLE,"SALES IN CONVENTIONAL MARKETS",$,117
2014,WASHINGTON,CATTLE,"SALES IN ORGANIC MARKETS",OPERATIONS,19
2014,WASHINGTON,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
2014,"WEST VIRGINIA",CATTLE,"INVENTORY, PEAK",HEAD,0
2014,"WEST VIRGINIA",CATTLE,PRODUCTION,LB,134
2014,"WEST VIRGINIA",CATTLE,"SALES IN CONVENTIONAL MARKETS",$,0
2014,"WEST VIRGINIA",CATTLE,"SALES IN CONVENTIONAL MARKETS",OPERATIONS,1
2014,"WEST VIRGINIA",CATTLE,"SALES IN ORGANIC MARKETS",HEAD,0
2014,"WEST VIRGINIA",CATTLE,SLAUGHTERED,HEAD,8
2014,"WEST VIRGINIA",CATTLE,SLAUGHTERED,"LB, LIVE BASIS",8
2014,WISCONSIN,CATTLE,"INVENTORY, PEAK",HEAD,73
2014,WISCONSIN,CATTLE,"INVENTORY, PEAK",OPERATIONS,610
2014,WISCONSIN,CATTLE,"LOSS, DEATH",HEAD,62
2014,WISCONSIN,CATTLE,SALES,HEAD,6
2014,WISCONSIN,CATTLE,SALES,OPERATIONS,396
2014,WISCONSIN,CATTLE,"SALES IN ORGANIC MARKETS",OPERATIONS,117
2014,WYOMING,CATTLE,"INVENTORY, PEAK",HEAD,0
2014,WYOMING,CATTLE,SALES,$,0
2014,WYOMING,CATTLE,SALES,HEAD,742
2014,WYOMING,CATTLE,SALES,OPERATIONS,12
2014,WYOMING,CATTLE,"SALES IN CONVENTIONAL MARKETS",$,0
2014,WYOMING,CATTLE,"SALES IN ORGANIC MARKETS",HEAD,0
2014,WYOMING,CATTLE,"SALES IN ORGANIC MARKETS",OPERATIONS,10
2014,WYOMING,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",6
2015,ALABAMA,CATTLE,SALES,OPERATIONS,1
2015,ALASKA,CATTLE,SALES,OPERATIONS,1
2015,ALASKA,CATTLE,SLAUGHTERED,HEAD,600
2015,ARKANSAS,CATTLE,"INVENTORY, AVG",OPERATIONS,70
2015,CALIFORNIA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",1
2015,COLORADO,CATTLE,SALES,HEAD,2
2015,CONNECTICUT,CATTLE,SALES,HEAD,78
2015,DELAWARE,CATTLE,VALUE,$,370
2015,FLORIDA,CATTLE,"LOSS, DEATH",HEAD,35
2015,FLORIDA,CATTLE,SALES,$,0
2015,FLORIDA,CATTLE,SALES,OPERATIONS,1
2015,HAWAII,CATTLE,"INVENTORY, PEAK",OPERATIONS,1
2015,HAWAII,CATTLE,SALES,HEAD,13
2015,HAWAII,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",0
2015,IDAHO,CATTLE,SALES,OPERATIONS,9
2015,INDIANA,CATTLE,"INVENTORY, PEAK",HEAD,0
2015,INDIANA,CATTLE,"INVENTORY, PEAK",OPERATIONS,183
2015,INDIANA,CATTLE,SALES,LB,291
2015,INDIANA,CATTLE,SALES,OPERATIONS,183
2015,KANSAS,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",428
2015,KENTUCKY,CATTLE,SALES,$,0
2015,KENTUCKY,CATTLE,SALES,HEAD,193
2015,KENTUCKY,CATTLE,SALES,OPERATIONS,25
2015,KENTUCKY,CATTLE,SLAUGHTERED,HEAD,13
2015,KENTUCKY,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
2015,LOUISIANA,CATTLE,PRODUCTION,LB,188
2015,MARYLAND,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",47
2015,MASSACHUSETTS,CATTLE,"LOSS, DEATH",HEAD,1
2015,MASSACHUSETTS,CATTLE,SALES,HEAD,8
2015,MASSACHUSETTS,CATTLE,VALUE,$,1
2015,MICHIGAN,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",430
2015,MINNESOTA,CATTLE,"CALF CROP",HEAD,770
2015,MINNESOTA,CATTLE,SALES,$,4
2015,MINNESOTA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
2015,MISSISSIPPI,CATTLE,"INVENTORY, AVG",OPERATIONS,75
2015,MISSISSIPPI,CATTLE,SALES,HEAD,211
2015,MISSISSIPPI,CATTLE,SLAUGHTERED,HEAD,2
2015,MISSOURI,CATTLE,SALES,HEAD,812
2015,MONTANA,CATTLE,"PRICE RECEIVED","$ / HEAD",1
2015,MONTANA,CATTLE,SALES,LB,1
2015,NEBRASKA,CATTLE,"CALF CROP",HEAD,1
2015,NEBRASKA,CATTLE,"INVENTORY, PEAK",HEAD,0
2015,NEBRASKA,CATTLE,SALES,HEAD,0
2015,NEBRASKA,CATTLE,SLAUGHTERED,HEAD,6
2015,NEVADA,CATTLE,PRODUCTION,$,293
2015,NEVADA,CATTLE,SALES,$,0
2015,NEVADA,CATTLE,SALES,HEAD,0
2015,"NEW HAMPSHIRE",CATTLE,"INVENTORY, PEAK",HEAD,520
2015,"NEW HAMPSHIRE",CATTLE,"PRICE RECEIVED","$ / HEAD",1
2015,"NEW JERSEY",CATTLE,"GROSS INCOME",$,12
2015,"NEW JERSEY",CATTLE,VALUE,$,877
2015,"NEW MEXICO",CATTLE,"INVENTORY, PEAK",HEAD,0
2015,"NEW MEXICO",CATTLE,SALES,HEAD,4
2015,"NEW MEXICO",CATTLE,SLAUGHTERED,"LB, LIVE BASIS",3
2015,"NORTH CAROLINA",CATTLE,"INVENTORY, PEAK",HEAD,796
2015,"NORTH CAROLINA",CATTLE,"INVENTORY, PEAK",OPERATIONS,9
2015,"NORTH CAROLINA",CATTLE,SALES,$,89
2015,"NORTH CAROLINA",CATTLE,SLAUGHTERED,HEAD,500
2015,OKLAHOMA,CATTLE,"INVENTORY, PEAK",HEAD,0
2015,OKLAHOMA,CATTLE,SALES,$,0
2015,OKLAHOMA,CATTLE,SLAUGHTERED,HEAD,26
2015,OREGON,CATTLE,SALES,HEAD,495
2015,OREGON,CATTLE,SLAUGHTERED,HEAD,62
2015,PENNSYLVANIA,CATTLE,SALES,$,3
2015,PENNSYLVANIA,CATTLE,SLAUGHTERED,HEAD,85
2015,"RHODE ISLAND",CATTLE,"LOSS, DEATH",HEAD,100
2015,"RHODE ISLAND",CATTLE,SALES,HEAD,1
2015,"SOUTH CAROLINA",CATTLE,"LOSS, DEATH",HEAD,7
2015,"SOUTH CAROLINA",CATTLE,SLAUGHTERED,"LB, LIVE BASIS",0
2015,"SOUTH DAKOTA",CATTLE,SALES,HEAD,0
2015,TENNESSEE,CATTLE,"CALF CROP",HEAD,850
2015,TENNESSEE,CATTLE,"INVENTORY, PEAK",HEAD,0
2015,TENNESSEE,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",113
2015,TEXAS,CATTLE,"INVENTORY, AVG",OPERATIONS,430
2015,UNKNOWN,CATTLE,SLAUGHTERED,HEAD,162
2015,UTAH,CATTLE,SALES,OPERATIONS,1
2015,UTAH,CATTLE,SLAUGHTERED,HEAD,0
2015,VIRGINIA,CATTLE,SLAUGHTERED,HEAD,3
2015,WASHINGTON,CATTLE,"GROSS INCOME",$,1
2015,"WEST VIRGINIA",CATTLE,"PRICE RECEIVED","$ / HEAD",1
2015,"WEST VIRGINIA",CATTLE,SALES,OPERATIONS,3
2015,"WEST VIRGINIA",CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",0
2015,WISCONSIN,CATTLE,"INVENTORY, PEAK",OPERATIONS,52
2015,WISCONSIN,CATTLE,SALES,HEAD,401
2015,WISCONSIN,CATTLE,SALES,LB,1
2015,WISCONSIN,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
2016,ALABAMA,CATTLE,"GROSS INCOME",$,422
2016,ALABAMA,CATTLE,"INVENTORY, AVG",HEAD,7
2016,ALABAMA,CATTLE,"INVENTORY, PEAK",HEAD,0
2016,ALABAMA,CATTLE,"INVENTORY, PEAK",OPERATIONS,1
2016,ALABAMA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",388
2016,ALASKA,CATTLE,SLAUGHTERED,HEAD,200
2016,ARIZONA,CATTLE,SALES,HEAD,485
2016,ARIZONA,CATTLE,SALES,OPERATIONS,2
2016,ARKANSAS,CATTLE,"CALF CROP",HEAD,780
2016,ARKANSAS,CATTLE,"SHIPMENTS IN",HEAD,150
2016,CALIFORNIA,CATTLE,"INVENTORY, AVG",HEAD,1
2016,CALIFORNIA,CATTLE,"LOSS, DEATH",HEAD,135
2016,CALIFORNIA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",1
2016,COLORADO,CATTLE,"INVENTORY, AVG",OPERATIONS,120
2016,COLORADO,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",3
2016,CONNECTICUT,CATTLE,"LOSS, DEATH",HEAD,1
2016,FLORIDA,CATTLE,"INVENTORY, AVG",HEAD,123
2016,FLORIDA,CATTLE,"INVENTORY, PEAK",OPERATIONS,2
2016,FLORIDA,CATTLE,SALES,HEAD,0
2016,GEORGIA,CATTLE,"INVENTORY, PEAK",OPERATIONS,3
2016,GEORGIA,CATTLE,"SHIPMENTS IN",HEAD,14
2016,HAWAII,CATTLE,"LOSS, DEATH",HEAD,2
2016,HAWAII,CATTLE,"PRICE RECEIVED","$ / HEAD",1
2016,HAWAII,CATTLE,SALES,HEAD,36
2016,IDAHO,CATTLE,"INVENTORY, PEAK",HEAD,8
2016,IDAHO,CATTLE,"INVENTORY, PEAK",OPERATIONS,30
2016,IDAHO,CATTLE,SALES,$,6
2016,IDAHO,CATTLE,SALES,LB,1
2016,ILLINOIS,CATTLE,SALES,$,1
2016,ILLINOIS,CATTLE,SALES,HEAD,174
2016,ILLINOIS,CATTLE,SALES,OPERATIONS,10
2016,INDIANA,CATTLE,"INVENTORY, PEAK",OPERATIONS,4
2016,INDIANA,CATTLE,"LOSS, DEATH",HEAD,21
2016,IOWA,CATTLE,"INVENTORY, PEAK",OPERATIONS,76
2016,IOWA,CATTLE,SALES,HEAD,3
2016,KENTUCKY,CATTLE,SALES,HEAD,0
2016,LOUISIANA,CATTLE,"INVENTORY, AVG",OPERATIONS,100
2016,LOUISIANA,CATTLE,"LOSS, DEATH",HEAD,35
2016,MAINE,CATTLE,"INVENTORY, AVG",HEAD,30
2016,MAINE,CATTLE,SLAUGHTERED,HEAD,300
2016,MARYLAND,CATTLE,"GROSS INCOME",$,82
2016,MARYLAND,CATTLE,"LOSS, DEATH",HEAD,4
2016,MARYLAND,CATTLE,SLAUGHTERED,HEAD,74
2016,MASSACHUSETTS,CATTLE,"GROSS INCOME",$,10
2016,MASSACHUSETTS,CATTLE,SALES,$,0
2016,MICHIGAN,CATTLE,"INVENTORY, PEAK",HEAD,7
2016,MICHIGAN,CATTLE,"INVENTORY, PEAK",OPERATIONS,10
2016,MICHIGAN,CATTLE,"LOSS, DEATH",HEAD,24
2016,MICHIGAN,CATTLE,SALES,$,161
2016,MICHIGAN,CATTLE,SALES,HEAD,338
2016,MINNESOTA,CATTLE,"PRICE RECEIVED","$ / HEAD",1
2016,MINNESOTA,CATTLE,SALES,$,2
2016,MINNESOTA,CATTLE,SLAUGHTERED,HEAD,5
2016,MISSISSIPPI,CATTLE,"INVENTORY, AVG",OPERATIONS,75
2016,MISSISSIPPI,CATTLE,"INVENTORY, PEAK",OPERATIONS,7
2016,MONTANA,CATTLE,"INVENTORY, PEAK",OPERATIONS,13
2016,MONTANA,CATTLE,SLAUGHTERED,HEAD,4
2016,NEBRASKA,CATTLE,"INVENTORY, AVG",OPERATIONS,175
2016,NEBRASKA,CATTLE,"PRICE RECEIVED","$ / HEAD",1
